DATE,SCORE,SUBJECT,REVIEW,REVIEW_en 
21 de fevereiro de 2020,50,Viagem de carnaval,"Atendimento bom, lugar agradável e comida excelente. Garçom: auristfenio e Wemerson. Comida: filé 4 queijos","Good service, nice place and excellent food. Waiter: auristfenio and Wemerson. Food: fillet 4 cheeses"
21 de fevereiro de 2020,50,Muito bom,"Lugar muito bacana, música, estacionamento, equipe muito prestativa e simpática, e refeição muito saborosa.","Very nice place, music, parking, very helpful and friendly staff, and very tasty meal."
21 de fevereiro de 2020,50,Jantar em família,"Fui muito bem atendida pelo Auristenio , ambiente agradável e comida deliciosa!Gosto muito de vir aqui!","I was very well attended by Auristenio, pleasant atmosphere and delicious food! I really like coming here!"
21 de fevereiro de 2020,50,Aniversário da esposa,"Excelente atendimento, ótima comida, preços muitos bons. A registrar o mimo oferecido pelo aniversário da minha esposa.","Excellent service, great food, very good prices. Registering the treat offered for my wife's birthday."
21 de fevereiro de 2020,50,Almoço,"Prato otimo,atendimento bom, garçons com bom humor e atenciosos, música boa e espaço-ambiente gostoso.","Great dish, good service, good-humored and attentive waiters, good music and a pleasant space-environment."
21 de fevereiro de 2020,50,✌🏻 muito bom,Ambiente muito bonito e os garçons foram muito atenciosos (Claudemir e Valmir). A comida estava deliciosa e a sobremesa também!! Recomendo a cocada de forno com sorvete ☺️,Very nice atmosphere and the waiters were very attentive (Claudemir and Valmir). The food was delicious and the dessert too!! I recommend the oven cocada with ice cream ☺️
21 de fevereiro de 2020,50,Almoço maravilhoso!,Almoço maravilhoso com musica ao vivo e atendimento nota 10 do Emerson e toda a equipe! Muito obrigada pelo serviço!,Wonderful lunch with live music and top notch service from Emerson and the entire team! Thank you very much for the service!
21 de fevereiro de 2020,50,Almoço,"Restaurante muito bom, atendente Bianca nos recepcionou muito bem, e pratos maravilhosos! Ótimo restaurante.","Very good restaurant, attendant Bianca welcomed us very well, and wonderful dishes! Great restaurant."
21 de fevereiro de 2020,50,Sempre bom,"Excelente atendimento, cerveja gelada e camarão internacional top como sempre!! Garçom Júlio César muito bom!","Excellent service, cold beer and top international shrimp as always!! Waiter Julius Caesar very good!"
21 de fevereiro de 2020,50,Almoço em família!,"Muito bom, lugar super agradável! Fomos muito bem atendidos pelo Clenilton!! Prato Excelente! Vamos voltar mais vezes, com certeza!","Very good, super nice place! We were very well attended by Clenilton!! Excellent dish! We will be back more often, for sure!"
21 de fevereiro de 2020,50,Almoço,"Ambiente sensacional,como sempre bom atendimento,comida etc,toda equipe estar de parabéns....recomendo,fui atendido pelo nobre amigo Claudemir, profissional de alto gabarito....","Sensational atmosphere, as always good service, food etc, congratulations to the entire team....I recommend, I was attended by the noble friend Claudemir, a high profile professional...."
21 de fevereiro de 2020,50,Almoço com amigos,"Ótimo atendimento da Bianca, comida muita boa, ambiente agradável e preços ótimos. Super indico para todas as ocasiões.","Great service from Bianca, very good food, pleasant atmosphere and great prices. I highly recommend for all occasions."
20 de fevereiro de 2020,50,Aprovação da residência da camila,"Ótimo atendimento. Voltarei! O garçom marcos muito atencioso, o prato muito bom, as bebidas geladas.","Great service. I will be back! The waiter Marcos was very attentive, the dish was very good, the drinks were cold."
20 de fevereiro de 2020,50,Jantar de despedidas,"Perfeito, em tudo! O Marcos, garçon que nos atendeu foi prestativo, atencioso! O ambiente sensacional e a comida então, nem se fala! Sempre que estiver aqui, voltarei! Espero que seja sempre assim, estão de parabéns!","Perfect, in everything! Marcos, the waiter who served us, was helpful, attentive! The atmosphere is amazing and the food is not even mentioned! Whenever I'm here, I'll be back! I hope it's always like this, congratulations!"
20 de fevereiro de 2020,50,Jantar,"Atendimento muito bom pelo garçom Mariano , e comida impecável , e atenção do Wermerson , breve voltaremos","Very good service by the waiter Mariano, and impeccable food, and Wermerson's attention, we'll be back soon"
20 de fevereiro de 2020,50,Conhecendo a gastronomia,Nota 10 em tudo atendimento excelente preço justo e comida maravilhosa lugar super requintado família com ambientes climatizados lugares para vc levar seu pet uma vista maravilhosa,"Note 10 in everything excellent service, fair price and wonderful food super refined place family with air-conditioned environments places for you to take your pet a wonderful view"
18 de fevereiro de 2020,50,Nora 10,"Comida perfeita, atendimento do garçom Wemerson nota 10, música agradável, ambiente agradável Tudo maravilhoso","Perfect food, service from the waiter Wemerson note 10, pleasant music, pleasant atmosphere Everything wonderful"
18 de fevereiro de 2020,50,"Comida maravilhosa, otimo","Comida maravilhosa, otimo atendimento, ambiente exelente. Amei surpresa de aniversario. Recomendo a todos. Fomos atendidos pelo garçon Claudemir.","Wonderful food, great service, excellent atmosphere. I loved the birthday surprise. I recommend it to everyone. We were served by the waiter Claudemir."
18 de fevereiro de 2020,50,Excelente atendimento,Excelente atendimento e comida de qualidade. Ambiente agradável e com música ao vivo. Agradecimentos ao Wemerson que nos atendeu.,Excellent service and quality food. Nice atmosphere and live music. Thanks to Wemerson who attended to us.
17 de fevereiro de 2020,50,Jantar no coco bambu meireles,Excelente comida e atendimento! Recomendo a todos... indico o camarão tamandaré e a receptividade da casa!,Excellent food and service! I recommend it to everyone... I recommend the tamandaré shrimp and the receptivity of the house!
17 de fevereiro de 2020,50,Jantar,Comida muito Boa fui muito bem atendido pelo garçom Júlio César anbiente tem ainda música ao vivo e bem decorado,Very good food I was very well attended by the waiter Júlio César ambience there is also live music and well decorated
17 de fevereiro de 2020,50,Jantar,Tudo ótimo. Wemerson nos atendeu super bem. Os pratos estavam deliciosos. Ambiente super agradavel. Música muito boa.,Everything's good. Wemerson took care of us very well. The dishes were delicious. Super pleasant atmosphere. Music very good.
17 de fevereiro de 2020,50,Pós prova,Excelente o atendinento!garçom wemerson muito atencioso e gentil. Recomendo muito! Comida deliciosa!,Excellent service! Waiter wemerson very attentive and kind. I highly recommend! Delicious food!
17 de fevereiro de 2020,50,Jantar em familia,Muito.bom Comida boa precos justos O atendimento do garcon wemerson muito bom e o vinho estava bem conservado,Very.good Good food fair prices The service from the garcon wemerson was very good and the wine was well preserved
17 de fevereiro de 2020,50,Restaurante top!!,"Restaurante com uma comida deliciosa, especialmente, o camarão da praia de Itamaracá. Garçons Valmir e Wemerson são mto prestativos. Super indico uma ida lá!!!","Restaurant with delicious food, especially shrimp from Itamaracá beach. Waiters Valmir and Wemerson are very helpful. I highly recommend going there!!!"
16 de fevereiro de 2020,50,Camarão coco bambu,Prato muito bom! Vale a pena experimentar! Garçom Wemerson com atendimento excepcional! Recomendo! :),Very good dish! Worth a try! Waiter Wemerson with exceptional service! I recommend! :)
16 de fevereiro de 2020,50,Camarão cocobambu,Comida muito gostosa e atendimento muito atencioso do garçom Wemerson! Recomendo! A comida chegou rápido e o cardápio é bem variado.,Very tasty food and very attentive service from the waiter Wemerson! I recommend! The food arrived quickly and the menu is varied.
16 de fevereiro de 2020,50,Passeio,"Excelente atendimento, super indico, lugar bom, ótimo atendimento pelo garçom Wemerson e preço bom. Voltarei mais vezes. Excelente","Excellent service, super nominate, good place, great service by the waiter Wemerson and good price. I will come back more often. Great"
16 de fevereiro de 2020,50,Jantar,"Ótimo atendimento pelo garçom Emerson, pessoa gentil e educada. Gastronomia excelente. Certamente vale a pena.","Great service by the waiter Emerson, a kind and polite person. Excellent cuisine. It's certainly worth it."
16 de fevereiro de 2020,40,Encontro Familiar,"Excelente localização. Vários ambientes. Comida saborosa. Estacionamento vizinho ao restaurante. Boa música. O que deixou a desejar foi o atendimento, um pouco demorado.","Excellent location. Various environments. Tasty food. Parking next to the restaurant. Good music. What left something to be desired was the service, which was a little slow."
16 de fevereiro de 2020,50,Almoço de aniversário Matheus Teixeira,Atendimento maravilhoso! A comida aqui nunca decepciona. Somos clientes a bastante tempo e nunca ficamos insatisfeitos. Fomos atendidos por Wemerson.,Wonderful service! The food here never disappoints. We have been customers for a long time and we are never dissatisfied. We were attended to by Wemerson.
16 de fevereiro de 2020,50,Almoço,Tudo ótimo! Excelente atendimento do Marcos! Comida maravilhosa e deliciosa! Melhor restaurante de fortaleza há anos!,Everything's good! Excellent service from Mark! Wonderful and delicious food! Best restaurant in Fortaleza for years!
16 de fevereiro de 2020,50,Almoço,"Almoço maravilhoso, atendimento fantastico do julio cesar, ótima sugestões, musica ambiente excelente.","Wonderful lunch, fantastic service from Julio Cesar, great suggestions, excellent ambient music."
16 de fevereiro de 2020,50,Aniversário da minha mãe,"Comida excelente e atendimento muito bom, também, Parabéns! O garçom Júlio César foi muito gentil...","Excellent food and very good service, too, congratulations! The waiter Júlio César was very kind..."
16 de fevereiro de 2020,50,Almoço no domingo,"Ótimo almoço em domingo, comida boa e bom atendimento do Julio Cesar. No domingo o estacionamento é liberado. Ótimo custo benefício.","Great lunch on Sunday, good food and good service from Julio Cesar. On Sunday parking is free. Great value for money."
15 de fevereiro de 2020,50,Maravilhoso,Cocobambu é restaurante favorito da nossa familia.E hoje viemos comemorar mais um aniversario e nao foi diferente.Tudo delicioso e o atendimento do Julio Cesar maravilhoso.Voltaremos em breve c certeza.,Cocobambu is our family's favorite restaurant. And today we came to celebrate another birthday and it was no different. Everything was delicious and Julio Cesar's service was wonderful.
15 de fevereiro de 2020,50,Jantar excelente!,"Foi tudo ótimo! Comida excelente, atendimento realizado pelo Marcos melhor ainda. Com certeza voltaremos outras várias vezes!","Everything was great! Excellent food, service provided by Marcos even better. We will definitely come back again and again!"
15 de fevereiro de 2020,50,Aniversário,Ótimo atendimento! Receptividade e cordialidade dos garçons (Wemerson e Ocion) foram maravilhosas! Serviço de buffet e bebidas também.,Great service! The reception and friendliness of the waiters (Wemerson and Ocion) were wonderful! Buffet service and drinks as well.
15 de fevereiro de 2020,50,Aniversário,Excelente atendimento! Refeição muito saborosa e ambiente agradável. Ótimo lugar para reunir a família e amigos. Recomendo!,Excellent service! Very tasty meal and pleasant atmosphere. Great place to gather family and friends. I recommend!
15 de fevereiro de 2020,50,Aniversário,Atendimento excelente pelos garçons Wemerson e ocion com bastante presteza e cordialidade .A comida maravilhosa,Excellent service by the waiters Wemerson and ocion with a lot of promptness and cordiality. The wonderful food
15 de fevereiro de 2020,50,Aniversário 🌻🎂🍰🧁🥂🍻🥤,"Atendimento maravilhoso, recomendo demais , o Emerson e o Ocion nós serviram de forma maravilhosa 🥤🍻🥂","Wonderful service, I highly recommend, Emerson and Ocion served us wonderfully 🥤🍻🥂"
15 de fevereiro de 2020,50,Aniversario,Atendimento muito bom! Wemerson e Ocion atenderam a gente muito bem! Comida muito boa e chopps gelados!!!,Very good service! Wemerson and Ocion served us very well! Very good food and cold beer!!!
15 de fevereiro de 2020,50,Almoço em Família,"Ambiente agradável, atendimento excelente do garçom Marcos, muito prestativo e atencioso, inclusive solucionando entretenimento para nossa filha na ausência de funcionamento do parquinho que estava em manutenção. Recomendo à todos.","Pleasant atmosphere, excellent service from the waiter Marcos, very helpful and attentive, including solving entertainment for our daughter in the absence of operation of the playground that was undergoing maintenance. I recommend it to everyone."
15 de fevereiro de 2020,50,Bom atendimento,Fiquei na mesa 28. O garçom Júlio César foi super atencioso e cordial. Parabéns pelo profissionalismo.,I was at table 28. The waiter Júlio César was super attentive and cordial. Congratulations on your professionalism.
15 de fevereiro de 2020,50,Excelente,"Pedimos um camarão mediterrâneo como prato principal e um pudim de leite como sobremesa. Ambos estavam ótimos. Os pratos saíram bem rápido e o atendimento do garçom Julio Cesar foi excelente, bastante cordial e prestativo.","We ordered a mediterranean shrimp as a main course and a milk pudding for dessert. Both were great. The dishes came out very quickly and the service from the waiter Julio Cesar was excellent, very cordial and helpful."
15 de fevereiro de 2020,50,Almoço,"Atendimento perfeito! Garçom Claudemir, atencioso e com ótimas sugestões. A comida foi entregue rapidamente e eles tem um chá mate excepcional.","Perfect service! Waiter Claudemir, attentive and with great suggestions. The food was delivered quickly and they have an exceptional mate tea."
15 de fevereiro de 2020,50,0 defeitos,garçom: Claudemir (muito atencioso) chá matte excepcional como SEMPRE!!! pratos principais ótimos pétit gateau perfeito!,waiter: Claudemir (very attentive) exceptional matte tea as ALWAYS!!! great main dishes pétit gateau perfect!
15 de fevereiro de 2020,50,"Atendimento muito boa e atenciosíssimos,","Atendimento muito boa e atenciosíssimos, garçom marcos muito atencioso, Voltaria ao local com Certeza !","Very good service and very attentive, waiter Marcos very attentive, I would return to the place for sure!"
14 de fevereiro de 2020,50,Jantar com as amigas,"Ótimo atendendimento, ambiente agradável, comida gostosa. Fomos muito bem atendidas por Júlio César.","Great service, nice atmosphere, delicious food. We were very well attended by Júlio César."
14 de fevereiro de 2020,50,Jantar em família,"Atendimento muito bom , a comida chegou bem rápido , garçom muito atencioso . A comida muito boa , o garçom Júlio César muito atencioso .","The service was very good, the food arrived very quickly, the waiter was very attentive. The food was very good, the waiter Júlio César was very attentive."
14 de fevereiro de 2020,50,Jantar de aniversário,"Restaurante de comida muito boa, bom atendimento, música de qualidade e ambiente muito aconchegante, recomendo demais.","Restaurant with very good food, good service, quality music and very cozy atmosphere, I highly recommend it."
14 de fevereiro de 2020,50,Jantar em família,"Restaurante de comida ótima, bom atendimento e um ambiente muito aconchegante, está mais que recomendado.","Restaurant with great food, good service and a very cozy atmosphere, it is more than recommended."
14 de fevereiro de 2020,50,Espetacular!!!,Ambiente super agradável e o Garçom Marcos nos atendeu super bem. Atencioso e prestativo. Fortaleza já deixa saudades!,Super nice atmosphere and the waiter Marcos served us very well. Attentive and helpful. Fortaleza already misses you!
14 de fevereiro de 2020,50,Jantar em Família,"O atendimento feito pelo garçom Claudemir, foi excelente, tudo perfeito, o prato, ambiente, musica, absolutamente tudo perfeito. Obrigado Coco Bambu por vc existirem. Sou fã!!!","The service provided by the waiter Claudemir was excellent, everything was perfect, the dish, atmosphere, music, absolutely everything was perfect. Thank you Coco Bambu for you exist. I'm a fan!!!"
14 de fevereiro de 2020,50,Jantar na melhor companhia: eu,"Lugar onde a combinação é perfeita.. ótimo atendimento do garçom Wemerson, escolha perfeita de um ótimo camarão, música ambiente.. Voltarei com certeza","Place where the combination is perfect.. great service from the waiter Wemerson, perfect choice of a great shrimp, ambient music.. I will come back for sure"
13 de fevereiro de 2020,50,Aniversário,"Atendimento pelo WEMERSON, nota 1000. Muito atencioso, conhece bem o cardápio, comida excelente e bem rápida no servir. Música ao vivo, suave, agradável, lugar sereno. Muito bom todo atendimento do início ao término de todo o momento que estivemos.","Service by WEMERSON, grade 1000. Very attentive, knows the menu well, excellent food and very quick to serve. Live music, smooth, pleasant, serene place. Very good service from start to finish the entire time we were there."
13 de fevereiro de 2020,50,Super recomendo,"Sempre muito agradável o ambiente do estabelecimento, o serviço de atendimento e a comida também é ótima. O preço pode ser um pouco alto, mas vale a pena e as vezes tem boas promoções.","Always very pleasant the atmosphere of the establishment, the service of attendance and the food is also great. The price can be a little high, but it's worth it and sometimes they have good deals."
12 de fevereiro de 2020,40,Local gostoso para petiscar,atendimento muito bom educados e prestativos lugar para descontrair aconchegante podemos dizer que lugar bom para negocios ir com amigos ou familia,very good service polite and helpful place to relax cozy we can say that it is a good place for business to go with friends or family
12 de fevereiro de 2020,50,Noite perfeita.,"Sempre atenciosos,excelência no cardápio e no atendimento. Tudo delicioso e bem servido. Ambiente agradável e Boa musica.","Always attentive, excellent in the menu and in the service. All delicious and well served. Nice atmosphere and good music."
12 de fevereiro de 2020,50,Comemoração,"Fomos muito bem atendidos , comida excelente, música muito boa, gostei de tudo, gosto muito de ir lá","We were very well attended, excellent food, very good music, I liked everything, I really enjoy going there"
12 de fevereiro de 2020,50,Almoço de comemoração.,"Muito bem atendida pelo garçom Júnior. Comida gostosa, atendimento excelente. Música boa, local bem agradável.","Very well attended by the Junior waiter. Delicious food, excellent service. Good music, nice place."
12 de fevereiro de 2020,40,Ótimo!,"Me sinto privilegiada em ter esse espaço na minha cidade. Ligar acolhedor, aconchegante, de boa localização. Sem falar na comida que é perfeita.","I feel privileged to have this space in my city. Call cozy, cozy, good location. Not to mention the food, which is perfect."
12 de fevereiro de 2020,50,Happy Hour,"O Happy Hour do Côco Bambu Meireles é diferenciado. Às 5@s feiras costumamos petiscar e jantar, além de tomar um bom vinho da casa.","The Happy Hour at Coco Bambu Meireles is different. At 5@s fairs we usually have snacks and dinner, in addition to having a good house wine."
11 de fevereiro de 2020,50,Jantar de Aniversário,"Todo o atendimento foi perfeito, desde a reserva até o fechamento de nossa visita. Osr. Marcos, que nos atendeu, merece a melhor avaliação possível. Nota 10.","The entire service was perfect, from booking to closing our visit. Osr. Marcos, who attended us, deserves the best possible evaluation. Grade 10."
11 de fevereiro de 2020,50,Jantar,Exelente atendimento pelo colaborador wemerson que nos serviu um delucioso camarao internacional......,Excellent service by the collaborator wemerson who served us a delicious international shrimp......
11 de fevereiro de 2020,50,Almoço com amigos,"Atendimento do garçom marcos exatamente, música ao vivo muito boa e o Pedido que fiz, carne de sol do sertão , delicioso !","Service from the waiter marcos exactly, very good live music and the order I made, carne de sol do sertão, delicious!"
11 de fevereiro de 2020,50,Almoço,Prato Itamaracá: Excelente. Atendimento: excelente Garçom: Claudemir Adorei o restaurante. Super aconchegante.,Itamaracá dish: Excellent. Service: excellent Waiter: Claudemir I loved the restaurant. Super cozy.
11 de fevereiro de 2020,50,Almoço,"Excelente atendimento.Atendente Bianca super atenciosa, e comida boa voltarei mais vezes perfeito demais","Excellent service.Attendente Bianca super attentive, and good food I will come back more often too perfect"
11 de fevereiro de 2020,50,Treinamento,"Excelente a graçonete Bianca e a comida maravilhosa, o ambiente também muito agradável, voltarei com certeza","Excellent the Bianca and the wonderful food, the atmosphere is also very pleasant, I will come back for sure"
11 de fevereiro de 2020,50,Almoço entre amigos.,"Ótimo atendimento do garçom Claudemir e ambiente e música muito aconchegantes,e comida de alta qualidade.","Great service from the waiter Claudemir and very cozy atmosphere and music, and high quality food."
10 de fevereiro de 2020,50,"Excelente atendimento, um show de gastronomia.","Restaurante maravilhoso, o Garson Emerson foi extremamente atencioso, nos fez excelentes indicações de pratos. Cocada ao forno com sorvete, um amor por essa sobremesa. Prato principal também estava perfeito. Ambiente muito aconchegante para estar com a família!","Wonderful restaurant, Garson Emerson was extremely attentive, gave us excellent recommendations for dishes. Cocada in the oven with ice cream, a love for this dessert. Main course was also perfect. Very cozy atmosphere to be with the family!"
10 de fevereiro de 2020,50,Aniversário do baybizinho pai,"O atendimento do Glauber foi bem atencioso e cuidadoso. O ambiente estava bem agradável, com uma boa música.","Glauber's service was very attentive and careful. The atmosphere was very pleasant, with good music."
10 de fevereiro de 2020,50,Noite agradável,"Ambiente tranquilo, música agradável. Fomos muito bem atendidos pelo garçom Auristenio. Ficamos muito satisfeitos com nosso pedido, tanto pelo sabor como pela rapidez.","Quiet atmosphere, nice music. We were very well attended by the waiter Auristenio. We were very pleased with our order, both for the taste and the speed."
10 de fevereiro de 2020,50,Restaurante espetacular,Super recomendo Ótimo restaurante Ótimos garçons ( Ocion e Rony) Comidas deliciosas Ótimo ambiente Ótimos drinks Vale muito a pena 😍,I highly recommend Great restaurant Great waiters (Ocion and Rony) Delicious food Great atmosphere Great drinks Well worth it 😍
10 de fevereiro de 2020,50,Para sempre,"Ambiente ótimo, Wemerson agradável e Cortez, atendimento rápido. Prato delicioso. Indico aos amigos que amo.","Great atmosphere, nice Wemerson and Cortez, quick service. Delicious dish. I recommend it to friends I love."
9 de fevereiro de 2020,50,Garçom: Wemerson.,"Garçom: Wemerson. Mesmo com a casa cheia, fomos bem atendidos pelo garçom e por sua equipe de auxiliares.","Waiter: Wemerson. Even with a full house, we were well attended by the waiter and his team of assistants."
9 de fevereiro de 2020,50,Aniversário,"Wermerson, gostei bastante do atendimento, comida veio rápida e de qualidade, recomendo, ambiente bastante agradável!","Wermerson, I really liked the service, food came quickly and of good quality, I recommend it, very pleasant atmosphere!"
9 de fevereiro de 2020,50,Janta,Garçom wermeson nos atendeu muito bem gostei muito e os pratos são bem servidos vinheram bem rápido e ainda mais tem música aovivo recomendo,Waiter wermeson served us very well I liked it a lot and the dishes are well served they came very fast and even more there is live music I recommend it
9 de fevereiro de 2020,50,Jantar de Aniversário,"Garçom Wemerson, nos atendeu com muita atenção, cordialidade .Ficamos todos a vontade e satisfeito com o atendimento.","Waiter Wemerson, served us with great attention, cordiality. We were all comfortable and satisfied with the service."
9 de fevereiro de 2020,50,Aniversário,"Emerson nos atendeu com satisfatória educação e presteza. Gostaria ao retornar ser atendido por Ele, ademais p prato foi muito bom.","Emerson attended to us with satisfactory politeness and promptness. I would like to be served by Him when I return, in addition the dish was very good."
9 de fevereiro de 2020,50,Almoço,"Sensacional ... todos os pratos de frutos do mar, são sensacionais. O garçom Márcio eh super eficiente e simpático!",Sensational... all the seafood dishes are sensational. The waiter Márcio is super efficient and friendly!
9 de fevereiro de 2020,50,Aniversário da Sogra,"Comida muito boa, ambiente com música agradável e um atendimento excelente por parte do garçom Marcos. Recomendo!!","Very good food, atmosphere with pleasant music and excellent service from the waiter Marcos. I recommend!!"
9 de fevereiro de 2020,50,Niver da Naty,"Mto bom, Garcom atencioso. Excelente. Ambiente agradável. Comida boa. Porém, achei pouca. Mas volto com ctza","Very good, attentive Garcom. Great. Pleasant environment. Nice food. However, I found little. But I come back with ctza"
9 de fevereiro de 2020,50,Almoço,"Comida muito bom, junto ao atendimento e recepção, com música muito agradável. Fomos atendidos pelo Auristênio que foi muito receptivo, educado e simpático.","Very good food, along with the service and reception, with very pleasant music. We were attended by Auristênio who was very receptive, polite and friendly."
9 de fevereiro de 2020,50,Almoço,"Foi Tudo maravilhoso.Júnior atendeu super bem, o prato como sempre gostoso é o ambiente excelente....","It was all wonderful. Júnior served very well, the dish, as always, was delicious and the atmosphere was excellent...."
9 de fevereiro de 2020,50,Almoço e atendimento excelentes.,Almoço e atendimento excelentes. Auristenio garçom nos atendeu muito bem. Ambiente agradável e comida deliciosa!,Excellent lunch and service. Waiter Auristenio served us very well. Nice atmosphere and delicious food!
9 de fevereiro de 2020,50,Almoço com amigas,"Atendimento maravilhoso , me senti super acolhida e muito bem recebida , ótimo ambiente Garçom Júlio César","Wonderful service, I felt super welcomed and very well received, great atmosphere Waiter Júlio César"
8 de fevereiro de 2020,50,Jantar,"Wermeson ótimo atendimento, comida excelente e bebida em tempo adequado. Muito bom atendimento. Indico.","Wermeson great service, excellent food and drink on time. Very good service. indicate."
8 de fevereiro de 2020,50,Aniversário,"Wemerson, garçom atencioso, pontual ao servir e muito gentil, cordial.e solícito. Ambiente climatizado","Wemerson, attentive waiter, punctual in serving and very kind, cordial.and helpful. Climatized environment"
8 de fevereiro de 2020,50,Jantar,Wermesson Ótimo Pedidod chegaram rapido Boa musica Ambiente agradável Boa comida Ótimo espaço para reunião,Wermesson Great Order arrived fast Good music Pleasant atmosphere Good food Great meeting space
8 de fevereiro de 2020,50,Aniversário prima,"Wermerson.. Atendimento excelente com muita gentileza,super indico , ambiente agradável com boa música e ambiente climatizado.","Wermerson.. Excellent service with great kindness, super nominate, pleasant atmosphere with good music and air-conditioned environment."
8 de fevereiro de 2020,50,Jantar,"Garçom Marcos, atendimento maravilhoso. Comida excelente. Com música ao vivo e ambiente climatizado. Retornarei.","Waiter Marcos, wonderful service. Excellent food. With live music and air conditioning. I will return."
8 de fevereiro de 2020,50,Jantar de sábado,"Fomos atendidos pelo Marcos, que demonstrou simpatia e presteza, sendo que os pratos chegaram em aproximadamente 20 minutos. Qualidade excelente. Recomendadissimos.","We were served by Marcos, who showed friendliness and promptness, and the dishes arrived in approximately 20 minutes. Excellent quality. We highly recommend."
8 de fevereiro de 2020,50,Auristenio,Parabéns pelo atendimento! Ótimo atendimento! Comida excelente! Sou apaixonada pelos crepes! Vinho delicioso 😋,Congratulations on the service! Great service! Excellent food! I'm in love with crepes! Delicious wine 😋
8 de fevereiro de 2020,50,Avaliação,"Muito bom atendimento, comida no ponto muito deliciosa. Garçom Auristenio muito bom, atencioso e rápido.","Very good service, very delicious food. Waiter Auristenio very good, attentive and fast."
8 de fevereiro de 2020,50,Ótimo atendimento,"Comida muito boa, atendimento rápido e excelente. Garçom aristenio, Ambiente climatizado, música ao vivo","Very good food, fast and excellent service. Aristenio waiter, Air-conditioned environment, live music"
8 de fevereiro de 2020,50,Muito bom,Atendimento muito bom... garçom Auristenio exelente... comida maravilhosa... lugar lindo e climatizado. voltaria outras vezes,Very good service... excellent waiter Auristenio... wonderful food... beautiful and air-conditioned place. would come back another time
8 de fevereiro de 2020,50,Ótima comida e atendimento,"Fomos atendido pelo Auristenio, ambiente com música boa, ótimo ambiente para conversar! Atendimento e qualidade nota 10!","We were attended by Auristenio, atmosphere with good music, great atmosphere to chat! Service and quality note 10!"
8 de fevereiro de 2020,50,Almoço aniversário,Atendimento do Claudemir e Rubens muito bom 👍🏻👍🏻 Qualidade do serviço e do ambiente muito bons. 👍🏻👍🏻,Very good service from Claudemir and Rubens 👍🏻👍🏻 Very good quality of service and atmosphere. 👍🏻👍🏻
7 de fevereiro de 2020,50,Jantar,"Wemerson. Ótimo atendimento, a comida chegou rápido, o garçom foi solícito é simpático. O clima do ambiente é ideal.","Wemerson. Great service, the food arrived quickly, the waiter was helpful and friendly. The ambient climate is ideal."
7 de fevereiro de 2020,50,Jantar em família,"Garçom wemerson, muito simpático e prestativo. Deu ficar de pratos baseados no que queríamos, tudo saiu bem rápido e ele sempre atento a nossa mesa!","Waiter wemerson, very friendly and helpful. He gave us a set of dishes based on what we wanted, everything came out really fast and he was always attentive to our table!"
7 de fevereiro de 2020,50,Comemoração com amigos,"Atendimento do Julio Cesar, comida saborosa, excelente recepção, boa sobremesa, música agradável, 🥰🥰🥰","Julio Cesar's service, tasty food, excellent reception, good dessert, pleasant music, 🥰🥰🥰"
7 de fevereiro de 2020,50,Muito bom,Ambiente muito agradável. Comida maravilhosa e música ao vivo excelente. Garçom Júlio César nos atendeu super bem! Recomendo.,Very pleasant environment. Wonderful food and great live music. Waiter Júlio César served us very well! I recommend.
7 de fevereiro de 2020,50,Reencontro de amigos,Atendimento do Wemerson bem atencioso e educado. Comida deliciosa e cerveja bem gelada. Adorei!!!!!!,Wemerson's service was very attentive and polite. Delicious food and very cold beer. I loved it!!!!!!
7 de fevereiro de 2020,40,Jantar em família,"Gostei muito, atendimento ótimo e o garçom que atendeu a gente foi super prestativo. Wemerson. Os pedidos estavam muito bom","I really enjoyed it, great service and the waiter who served us was super helpful. Wemerson. Orders were very good."
7 de fevereiro de 2020,50,Jantar com amigos,Fomos atendidos pelo o garçom Marcos. Pedimos a salada caesar de camarão e a lasanha de berigela. Foi tudo ótimo.,We were served by the waiter Marcos. We ordered the shrimp caesar salad and the eggplant lasagna. Everything was great.
7 de fevereiro de 2020,50,"Excelente, em especial o atendimento","Excelente, em especial o atendimento do garçom Wemerson! Já venho a Fortaleza pela 3 vezes e sempre faço a opção do Coco Bambu. Ambiente agradável, atendimento rápido.","Excellent, especially the service from the waiter Wemerson! I've been to Fortaleza for 3 times and I always choose Coco Bambu. Nice atmosphere, quick service."
7 de fevereiro de 2020,50,Jantar familiar,"Ótimo. Aguardando só o parquinho. Garçom com ótimo atendimento, Wemerson. Camarão internacional muito bom.","Excellent. Just waiting for the playground. Great service waiter, Wemerson. International shrimp very good."
7 de fevereiro de 2020,50,Confraternização,"Ótimo ambiente, muito agradável, música boa, atendimento excelente, o atendente (auristenio) muito atencioso e prestativo","Great atmosphere, very pleasant, good music, excellent service, the attendant (auristenio) very attentive and helpful"
7 de fevereiro de 2020,50,Almoço de Amigos,"A primeira recepção do Garçom Claudemir não foi satisfatória, porém em um segundo momento o Garçom Auristenio fez um atendimento excelente, super educado e prestativo, o prato estava perfeito como sempre, musica boa, ambiente agradável.","The first reception of Waiter Claudemir was not satisfactory, but in a second moment Waiter Auristenio provided excellent service, super polite and helpful, the dish was perfect as always, good music, pleasant atmosphere."
